index,NumPixels,ms
111,451,4.741128
112,101,1.770155
113,381,2.24833
114,182,1.979793
115,390,2.35445
116,319,2.547678
117,410,3.28859
118,418,2.722666
119,1025,4.846527
120,476,5.951347
121,799,7.83467
122,451,3.891776
123,528,5.527282
124,663,23.151475
125,259,4.498931
126,729,4.874227
127,614,7.787881
128,547,4.500911
129,520,2.946134
130,722,2.519048
131,261,2.119371
132,423,3.214392
133,515,3.172872
134,311,3.597189
135,277,4.051034
136,432,5.020947
137,196,2.835195
138,453,2.23959
139,1452,3.710076
140,494,2.962653
141,835,3.549119
142,1162,4.667148
143,517,3.257071
144,508,3.289192
145,467,4.034725
146,625,4.237313
147,512,3.379489
148,660,3.923635
149,672,3.329791
150,1345,3.797516
151,595,2.445769
152,539,4.295942
153,763,3.328692
154,794,4.459951
155,1270,5.537171
156,818,4.680358
157,385,3.569378
158,470,3.441909
159,2007,3.893596
160,756,2.766115
161,584,1.921504
162,413,2.256549
163,356,2.29105
164,1067,2.178512
165,611,2.117621
166,855,1.920974
167,743,2.431009
168,456,2.449727
169,1194,3.997005
170,587,1.901523
171,259,1.413828
172,681,2.22825
173,465,2.136132
174,797,2.622367
175,116,1.448468
176,692,2.23815
177,542,1.992752
178,529,1.838504
179,579,1.804724
180,1435,3.264851
181,460,1.898693
182,943,2.422489
183,501,2.164161
184,784,1.979692
185,1570,2.393889
186,852,2.123581
187,137,1.395448
188,335,1.556856
189,930,2.540407
190,689,4.785227
191,1285,3.512659
192,746,2.250489
193,281,1.558596
194,1093,2.792955
195,521,2.405549
196,865,1.947664
197,725,2.902125
198,438,1.589796
199,1569,2.821676
200,79,1.16361
201,354,1.542147
202,1260,2.478037
203,792,1.852085
204,264,1.404327
205,517,1.590946
206,904,2.087921
207,715,2.563918
208,1631,7.241146
209,1246,2.797455
210,631,1.956593
211,578,2.018843
212,1002,2.442908
213,792,2.387228
214,701,2.442168
215,1553,2.532928
216,1188,2.016922
217,451,1.918123
218,1222,2.441279
219,1016,1.813694
220,192,13.200214
221,1248,2.27115
222,371,1.321438
223,928,1.684956
224,427,1.577136
225,288,3.157443
226,574,1.800914
227,436,1.587786
228,238,1.474467
229,252,2.31374
230,771,3.36757
231,605,1.834644
232,364,1.595165
233,593,1.693005
234,582,2.240211
235,283,1.386128
236,445,2.30692
237,499,1.589016
238,396,1.459257
239,136,1.232439
240,747,1.630015
241,479,1.363028
242,238,1.356248
243,1225,2.427798
244,1058,2.490878
245,807,1.762945
246,403,2.561858
247,461,4.290342
248,668,5.115924
249,643,4.371661
250,669,4.037555
251,1112,5.657471
252,1057,8.191458
253,925,5.069016
254,1049,4.994566
255,1242,2.478018
256,659,3.318191
257,411,1.661885
258,448,1.632947
259,342,2.32625
260,662,2.161602
261,739,2.149392
262,754,2.634597
263,588,1.887033
264,686,2.064842
265,587,1.879703
266,749,2.535318
267,594,2.136391
268,806,2.871784
269,434,4.485872
270,420,2.761916
271,554,1.518726
272,547,1.668326
273,868,1.768774
274,722,1.577306
275,629,1.615076
276,353,1.642325
277,373,1.979433
278,1424,2.31881
279,611,1.973793
280,494,1.595726
281,1747,2.34332
282,946,1.774804
283,606,1.472577
284,130,1.549546
285,570,1.708005
286,1609,5.244793
287,772,1.878634
288,959,1.757454
289,310,1.617476
290,242,1.493737
291,646,1.880404
292,665,1.604205
293,164,1.403067
294,490,1.472727
295,395,2.995524
296,321,1.681045
297,734,2.000293
298,1072,7.95239
299,350,2.25806
300,615,1.694285
301,297,3.682648
302,624,1.977263
303,159,3.006874
304,854,2.379809
305,1103,1.859913
306,468,2.475539
307,512,2.695107
308,850,2.494927
309,524,1.701585
310,593,2.063722
311,696,1.865423
312,1070,2.22223
313,1052,2.296059
314,462,1.451717
315,594,2.889005
316,460,2.001082
