feature,cls,pyradiomics_name,n,pearson_r,ccc,icc,mae,median_abs_err,max_abs_err,mean_difference,sd_difference,loa_lower,loa_upper,median_rel_err,max_rel_err,frac_within_1e6,frac_within_1e3,slope,intercept,mean_pyrad,sd_pyrad,status
gldm_DependenceVariance,gldm,original_gldm_DependenceVariance,410,0.9999999999999998,0.9999999999999998,1.0,5.502373624483703e-16,4.440892098500626e-16,5.329070518200751e-15,3.249433242805336e-17,8.332213459778545e-16,-1.6006195056885415e-15,1.6656081705446483e-15,1.2768510851282338e-16,5.886356548906158e-16,1.0,1.0,1.0000000000000002,0.0,4.617447690739304,1.0453856900010947,exact
gldm_GrayLevelNonUniformity,gldm,original_gldm_GrayLevelNonUniformity,410,0.9999999999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9999999999999991,5.6145927183569555e-14,93.85778721460193,45.787070294550944,exact
gldm_GrayLevelVariance,gldm,original_gldm_GrayLevelVariance,410,1.0,1.0,1.0,7.162292439350095e-17,5.551115123125783e-17,4.440892098500626e-16,-4.603363760640893e-18,1.1563216772568723e-16,-2.3124241250298786e-16,2.2203568498170606e-16,1.163391991991001e-16,7.594188263116455e-16,1.0,1.0,1.0000000000000002,0.0,0.5343444811973749,0.2821264272860228,exact
gldm_HighGrayLevelEmphasis,gldm,original_gldm_HighGrayLevelEmphasis,410,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-7.018240897946199e-16,6.002133572255406,2.4741456677807987,exact
gldm_LargeDependenceEmphasis,gldm,original_gldm_LargeDependenceEmphasis,410,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9999999999999998,-2.8072963591784782e-15,41.99933879585536,7.958281615893136,exact
gldm_LargeDependenceHighGrayLevelEmphasis,gldm,original_gldm_LargeDependenceHighGrayLevelEmphasis,410,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0000000000000004,0.0,216.32555826163124,118.63057110496429,exact
gldm_LargeDependenceLowGrayLevelEmphasis,gldm,original_gldm_LargeDependenceLowGrayLevelEmphasis,410,1.0,1.0,1.0,8.621829537576825e-16,0.0,7.105427357601002e-15,3.6826910085127146e-17,1.7729850336793383e-15,-3.4382237559263757e-15,3.51187757609663e-15,0.0,5.716023846149382e-16,1.0,1.0,1.0,-1.4036481795892391e-15,14.953014060152272,9.395636715762976,exact
gldm_LowGrayLevelEmphasis,gldm,original_gldm_LowGrayLevelEmphasis,410,1.0,0.9999999999999998,1.0,2.3727632325068132e-17,0.0,2.220446049250313e-16,1.3200822548896679e-18,5.2112810158043035e-17,-1.0082102565487468e-16,1.0346119016465401e-16,0.0,1.0551809817141627e-15,1.0,1.0,0.9999999999999999,-4.386400561216372e-17,0.32489067099062446,0.16142406903155415,exact
gldm_SmallDependenceEmphasis,gldm,original_gldm_SmallDependenceEmphasis,410,1.0,0.9999999999999998,1.0,6.575025077238922e-18,0.0,1.1102230246251565e-16,-1.734723475976807e-18,2.561748096642964e-17,-5.1944986170178895e-17,4.847553921822528e-17,0.0,3.2416281730824646e-15,1.0,1.0,0.9999999999999994,0.0,0.06637830285696061,0.031437321998709515,exact
gldm_SmallDependenceHighGrayLevelEmphasis,gldm,original_gldm_SmallDependenceHighGrayLevelEmphasis,410,1.0,1.0,1.0,4.914767779743071e-17,0.0,4.440892098500626e-16,6.431169959718895e-18,1.0527033700969019e-16,-1.998986905792739e-16,2.1276103049871167e-16,0.0,8.133092639456309e-16,1.0,1.0,1.0000000000000002,-1.7545602244865496e-16,0.6355126703975892,0.5129946539058907,exact
gldm_SmallDependenceLowGrayLevelEmphasis,gldm,original_gldm_SmallDependenceLowGrayLevelEmphasis,410,1.0,1.0,1.0,1.7135683116356265e-18,0.0,1.0061396160665481e-16,-7.319686862048478e-19,1.3110071000481571e-17,-2.6427707847148726e-17,2.496377047473903e-17,0.0,1.0206958134623389e-14,1.0,1.0,1.0000000000000002,-1.3707501753801163e-18,0.014427912260446008,0.006427574439775707,exact
glrlm_GrayLevelNonUniformity,glrlm,original_glrlm_GrayLevelNonUniformity,410,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0000000000000009,-2.2458370873427835e-14,104.19485042362514,34.67992190562189,exact
glrlm_GrayLevelNonUniformityNormalized,glrlm,original_glrlm_GrayLevelNonUniformityNormalized,410,0.9999999999999998,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0000000000000004,2.1932002806081873e-17,0.3584307727704075,0.07496510345650471,exact
glrlm_GrayLevelVariance,glrlm,original_glrlm_GrayLevelVariance,410,0.9999999999999998,0.9999999999999998,1.0,9.606137024043275e-17,1.1102230246251565e-16,8.881784197001252e-16,4.806453338316226e-18,1.4896156374210044e-16,-2.871582115962006e-16,2.967711182728331e-16,1.4590570430649443e-16,7.146382513957915e-16,1.0,1.0,1.0000000000000004,8.772801122432748e-17,0.6655638298299211,0.277558490709409,exact
glrlm_HighGrayLevelRunEmphasis,glrlm,original_glrlm_HighGrayLevelRunEmphasis,410,0.9999999999999998,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7.018240897946194e-16,7.024453610120025,2.584418746370712,exact
glrlm_LongRunEmphasis,glrlm,original_glrlm_LongRunEmphasis,410,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0000000000000002,-2.80729635917848e-15,15.283332089097131,8.420466802322814,exact
glrlm_LongRunHighGrayLevelEmphasis,glrlm,original_glrlm_LongRunHighGrayLevelEmphasis,410,0.9999999999999998,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9999999999999993,0.0,80.86369561697947,63.994334764747784,exact
glrlm_LongRunLowGrayLevelEmphasis,glrlm,original_glrlm_LongRunLowGrayLevelEmphasis,410,1.0,1.0,1.0,3.3252533518041274e-16,0.0,7.105427357601002e-15,2.2746032699637352e-17,7.829472201290316e-16,-1.5118305187532644e-15,1.5573225841525391e-15,0.0,5.266392853372148e-16,1.0,1.0,0.9999999999999992,7.018240897946196e-16,5.196279042638989,5.383342669126781,exact
glrlm_LowGrayLevelRunEmphasis,glrlm,original_glrlm_LowGrayLevelRunEmphasis,410,1.0,1.0,1.0,2.4912321528174245e-17,0.0,1.6653345369377348e-16,1.719491757651157e-17,4.880594337023142e-17,-7.846473142914201e-17,1.1285456658216516e-16,0.0,9.289013327007143e-16,1.0,1.0,0.9999999999999999,2.193200280608187e-17,0.28601991631613427,0.11761803390579573,exact
glrlm_RunEntropy,glrlm,original_glrlm_RunEntropy,410,0.9999999999999999,1.0000000000000002,1.0,8.878534763758447e-15,8.881784197001252e-15,1.5987211554602254e-14,8.878534763758447e-15,2.2180536330342777e-15,4.531149643011262e-15,1.3225919884505631e-14,2.253357115778391e-15,3.7631026659004416e-15,1.0,1.0,1.000000000000004,-8.070977032638126e-15,3.8860816227576844,0.3634096366975689,exact
glrlm_RunLengthNonUniformity,glrlm,original_glrlm_RunLengthNonUniformity,410,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,0.0,77.75868661876379,38.78682080615156,exact
glrlm_RunLengthNonUniformityNormalized,glrlm,original_glrlm_RunLengthNonUniformityNormalized,410,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0000000000000002,0.0,0.2580780065676835,0.08703072656873687,exact
glrlm_RunPercentage,glrlm,original_glrlm_RunPercentage,410,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0000000000000002,2.1932002806081873e-17,0.3655996766661455,0.08604183539346268,exact
glrlm_RunVariance,glrlm,original_glrlm_RunVariance,410,1.0,1.0000000000000002,1.0,9.710389673916613e-16,8.881784197001252e-16,8.881784197001252e-15,3.5202193463724476e-17,1.6528534538277787e-15,-3.204390576038722e-15,3.2747949629661707e-15,1.4256616637840148e-16,7.649159449300774e-16,1.0,1.0,1.0000000000000009,7.018240897946203e-16,6.386191856268124,3.945906921947564,exact
glrlm_ShortRunEmphasis,glrlm,original_glrlm_ShortRunEmphasis,410,1.0,1.0000000000000002,1.0,5.483418597234005e-17,0.0,3.3306690738754696e-16,1.218537466052001e-18,8.479331161792688e-17,-1.6497635330508468e-16,1.6741342823718868e-16,0.0,5.974390626706492e-16,1.0,1.0,0.9999999999999997,-4.386400561216372e-17,0.48774900360415724,0.11038175035017149,exact
glrlm_ShortRunHighGrayLevelEmphasis,glrlm,original_glrlm_ShortRunHighGrayLevelEmphasis,410,1.0,1.0,1.0,3.628533787799292e-16,0.0,5.329070518200751e-15,5.25325040920196e-17,6.871166568921275e-16,-1.2942161434165503e-15,1.3992811516005894e-15,0.0,6.047451441607203e-16,1.0,1.0,0.9999999999999997,-3.5091204489730983e-16,4.163839830273821,2.03679198401949,exact
glrlm_ShortRunLowGrayLevelEmphasis,glrlm,original_glrlm_ShortRunLowGrayLevelEmphasis,410,1.0,1.0,1.0,1.558712508658185e-17,0.0,1.942890293094024e-16,-4.7556809438973935e-18,3.967651060260567e-17,-8.252164172500452e-17,7.301027983720973e-17,0.0,2.152558574781991e-15,1.0,1.0,1.0000000000000002,1.096600140304094e-17,0.10917218493871947,0.03734212712284411,exact
glszm_GrayLevelNonUniformity,glszm,original_glszm_GrayLevelNonUniformity,410,0.9999999999999998,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,1.0527361346919292e-15,4.1064299451537964,2.0159881656712044,exact
glszm_GrayLevelNonUniformityNormalized,glszm,original_glszm_GrayLevelNonUniformityNormalized,410,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9999999999999997,-4.386400561216373e-17,0.36758339888723124,0.10030796933614745,exact
glszm_GrayLevelVariance,glszm,original_glszm_GrayLevelVariance,410,1.0,0.9999999999999998,1.0,8.082965191478274e-17,0.0,6.661338147750939e-16,2.7755575615628914e-17,1.5209786958883136e-16,-2.7035624877848055e-16,3.2586740000973837e-16,0.0,6.274051046137514e-16,1.0,1.0,1.0,-8.772801122432752e-17,0.961173437510703,0.3881008844415301,exact
glszm_HighGrayLevelZoneEmphasis,glszm,original_glszm_HighGrayLevelZoneEmphasis,410,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0000000000000002,-1.4036481795892391e-15,9.441658975343525,3.5063724984963716,exact
glszm_LargeAreaEmphasis,glszm,original_glszm_LargeAreaEmphasis,410,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9999999999999994,1.7966696698742276e-13,2196.1105255176476,2140.808729642308,exact
glszm_LargeAreaHighGrayLevelEmphasis,glszm,original_glszm_LargeAreaHighGrayLevelEmphasis,410,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0000000000000002,-1.4373357358993815e-12,12655.957628419981,17458.948955298365,exact
glszm_LargeAreaLowGrayLevelEmphasis,glszm,original_glszm_LargeAreaLowGrayLevelEmphasis,410,0.9999999999999999,1.0,1.0,1.2538479739571524e-14,0.0,9.094947017729282e-13,2.1056327413378578e-15,6.291378701447264e-14,-1.2120538980702852e-13,1.2541665528970424e-13,0.0,4.2346517042345387e-16,1.0,1.0,0.9999999999999993,8.983348349371128e-14,618.6097730106779,862.634147733357,exact
glszm_LowGrayLevelZoneEmphasis,glszm,original_glszm_LowGrayLevelZoneEmphasis,410,0.9999999999999999,1.0,1.0,1.1068381983305677e-17,0.0,1.1102230246251565e-16,3.1478884539676696e-18,3.342005982193606e-17,-6.235542879702701e-17,6.865120570496234e-17,0.0,8.477424504372075e-16,1.0,1.0,1.0000000000000002,0.0,0.2594446761519365,0.10411206581870154,exact
