index,ObjectID,x0,y0,width,height,file
131,ba921ca2-8f2e-4131-b225-8e1f6ac30a39,757,40,18,18,131.png
132,d7d61d5b-023e-40a4-b143-db0dfa66c1fa,144,4,22,21,132.png
133,9778a4cc-fa8d-4261-86f0-ce43cae7d07e,458,411,22,16,133.png
134,58b5d52c-9d1d-47c5-8386-e75044bfd252,518,164,10,34,134.png
135,69e753c6-268f-4cb5-a1e3-3d8ab4c0a65d,582,238,18,21,135.png
136,f9eaa377-8e5d-46d4-88bd-4040a99aabd9,809,604,18,20,136.png
137,9c70a7b9-2a37-44be-9d90-2ef2425bcd65,226,233,15,21,137.png
138,2013756e-4f44-43d6-926b-eb50407f1d29,728,196,16,20,138.png
139,ae097bb4-005f-4785-bffd-9722e953d423,698,217,15,21,139.png
140,4a53965a-a42f-449d-b2c2-71c1387b162f,640,334,19,18,140.png
141,4697a905-ca47-4c80-8a37-76962978dac6,878,295,18,17,141.png
142,8635635b-134b-4fcf-b1e8-cf23e8c1c40b,521,497,17,17,142.png
143,58f25748-e3e3-49a4-b396-dd9b691b0686,454,283,16,23,143.png
144,7e210c6b-9484-45af-8e11-189b8e7a5461,29,152,19,17,144.png
145,b191af83-6c27-4018-b13f-43ea45173c8e,705,393,14,23,145.png
146,d0fa366b-a9ab-46e5-8b48-63167e9f7253,84,676,17,18,146.png
147,bd76ddc0-fe89-45ac-a6a2-90e9effebe4d,365,47,12,24,147.png
148,b50cea57-e80e-4103-9659-3c41db626457,687,141,17,17,148.png
149,f7df8e18-f5a3-41e6-bb58-edc7d92bd291,880,273,16,19,149.png
150,c1607a6a-0b04-4d35-9ab9-3b4c23738f7a,623,326,18,18,150.png
151,21591f82-8b5b-46a4-be1b-46754ddbfaca,551,508,17,21,151.png
152,2b21cccd-d054-4b11-a429-ead99c604a97,391,519,21,14,152.png
153,062791ce-0b3e-4d77-b37d-d0eeccea29fa,380,508,25,14,153.png
154,8026b855-fc3b-4303-b689-2f13467a6a2f,34,509,22,15,154.png
155,16ff2605-6e86-43ef-bc55-24ff5f8dc1bd,693,264,20,14,155.png
156,96e8370b-ac56-435c-91c7-94a3409a007c,107,749,24,15,156.png
157,fad0da5d-76f5-42b2-ae5e-da97a4f64740,103,321,15,21,157.png
158,45eaa58c-d342-4f92-9811-614b3c9b62ce,194,483,14,25,158.png
159,36c4062f-4b49-4f76-aabd-8201d825cf60,513,655,17,18,159.png
160,e9934ef5-d7c5-4b05-84bb-5f0e136fea81,599,342,20,15,160.png
161,4c1b7449-59fc-451a-aaf5-9b6226b020f0,305,59,18,17,161.png
162,4b084e95-1320-4123-910b-2db0068be1d8,674,228,18,23,162.png
163,15f93983-22ae-4b69-9dfd-7bf9d8f479c9,607,366,19,16,163.png
164,65ea4c1c-27e3-449f-8de4-d54a9e426b4c,125,574,16,20,164.png
165,6f070ac4-91c3-4528-b7ea-92a1f617d676,669,107,19,16,165.png
166,449521e6-deb1-490a-80e0-f31d4fee3fc8,91,206,17,18,166.png
167,15df1c93-8c6d-4352-8a23-04a14536a3e2,344,559,16,21,167.png
168,8b4979d5-2ec1-428a-9975-b5b56ed22b0a,396,239,13,21,168.png
169,cad9b173-b19f-4e04-a8f3-9425cbdcf927,780,620,20,15,169.png
170,ad49f1c9-6082-46b6-8b89-c71fae20db01,668,181,17,18,170.png
171,af72b578-e241-4371-b00d-4dac494a7c35,526,433,18,20,171.png
172,041e56de-4ae9-4856-bb4c-d7b5c3e42889,864,523,15,21,172.png
173,8355c651-d1d4-4e7b-8c2e-ce14d068bc59,437,91,24,15,173.png
174,e720b669-334e-4a97-908e-da152167cd5b,117,151,19,19,174.png
175,103a881c-0d8d-4d85-bd33-4352dcb018a5,770,338,17,17,175.png
176,f9ef55a6-dffc-410d-8bb0-c8cb483752f8,755,539,19,17,176.png
177,34bbc201-daef-48cd-9b0a-e7d16cb791ed,56,378,17,22,177.png
178,d1894e3c-7a84-4c2e-9415-932aec265968,614,403,18,19,178.png
179,253e5503-3f9b-4733-bcdd-ed6b8cd2e940,505,556,19,19,179.png
180,151042a7-1d34-4033-99ca-8de027495d7e,576,313,15,20,180.png
181,f95c51a2-327d-48d1-a3b4-10f86ab14d18,716,583,17,28,181.png
182,d85a8fef-5424-47d1-8dd3-e13af929cc57,569,627,24,16,182.png
183,4ae6168f-5447-4f1b-be95-fa0a9f011ea6,485,386,22,13,183.png
184,87842a13-3d9f-408d-89f6-d962108ec411,394,417,20,16,184.png
185,2609d155-a26f-4982-9483-62a62b6a6696,830,270,18,18,185.png
186,3985f51e-12ef-4489-908e-177e2aea8ea2,455,602,14,19,186.png
187,6208e8c5-74ac-4578-bade-3d9d7264b9ff,106,710,16,17,187.png
188,51dc1551-31fa-489c-8233-6b71102f4ff3,466,112,19,16,188.png
189,331ba26e-f7c2-4eb2-baf6-8c099dff83a8,666,156,15,27,189.png
190,ce5e1335-360f-41ff-b5c2-d989f89d2dba,787,225,21,17,190.png
191,b93ef9e2-cd08-4d5c-8c9e-cab183dee594,75,244,20,17,191.png
192,f957215d-4046-499f-ab48-de322cd449f3,0,435,16,17,192.png
193,92804c60-0c43-4fc2-8f84-5ecd7b26d2fe,93,650,20,16,193.png
194,7f522a35-37a3-4fa9-b3f0-1f113a701b1e,441,695,16,16,194.png
195,8e09ccec-0698-49a3-a06b-158c18e3b526,33,83,13,21,195.png
196,9e0f455b-916a-45d4-aa57-8bccd2691702,667,742,15,19,196.png
197,94b36def-d5e5-4252-b0e1-583d76f0ae39,675,154,13,21,197.png
198,a8f92a54-a4fa-476e-9b22-18c806d92e77,712,213,17,18,198.png
199,e3cabc7d-ebdf-4d43-b18b-8e8274583e5f,412,339,22,13,199.png
200,5a0b056b-13e6-4c9f-9ae2-446afbf7b608,860,350,17,19,200.png
201,977d4c90-2886-4636-9e9a-5c9b850f7357,633,473,17,16,201.png
202,02485dba-9c7d-44c8-a277-5bf6bf1b61bf,242,79,16,18,202.png
203,eac2ec20-3a82-41e4-901c-7a69ff2b9d27,250,117,18,20,203.png
204,009433e4-2da9-48b1-939c-101ec83ed15a,621,208,17,17,204.png
205,e56e24ba-86e6-4a56-8e7d-5055280b6c44,750,294,12,22,205.png
206,c00f83ec-b922-4106-adc3-5c1f879b6b9d,659,391,21,15,206.png
207,d39f66f2-2e6e-4710-814b-c002fe07b818,667,451,24,14,207.png
208,c1d7ec97-bef4-4425-85d8-c796071d9432,181,313,16,16,208.png
209,ef6070b9-ae4c-4805-a655-9cd2aac92b43,573,402,17,16,209.png
210,936f87cc-ec57-468a-8220-fd09b9469592,71,495,17,16,210.png
211,11ffe895-38a0-4b6a-9cc4-4d1260854f80,553,361,16,17,211.png
212,d1d83c47-6e90-4302-984e-dbd3e0ca8410,73,448,19,13,212.png
213,e7d8c582-5888-4dea-9529-32d0f61c1f27,779,481,16,18,213.png
214,bc12d504-19e3-4c94-93a7-02fc9a226312,23,635,14,24,214.png
215,c2acfdad-0cb3-4d56-b711-a10c24dd39b5,274,145,14,19,215.png
216,28496d4f-de68-49f3-a1c1-2688f7e35f23,84,196,14,25,216.png
217,61b9d21d-60dc-4582-b4c2-5dfdb1701fab,736,363,16,17,217.png
218,488e6aff-3a96-4134-a9b8-01f9d3827a02,284,238,19,14,218.png
219,059a9331-0260-46b2-a278-58b121633189,381,327,11,22,219.png
220,81f42cd6-577e-4ff5-a2ea-fa2c6d6492dd,93,496,21,12,220.png
221,55aea6a2-4acd-416f-8783-88fc58a4b44a,1,513,20,14,221.png
222,7db9b1a1-6760-489d-9114-29527029474e,410,522,22,13,222.png
223,91657572-816f-47e4-ae6d-158ad88d9b3a,832,603,16,17,223.png
224,43189ce6-4d36-4b87-802d-dbced685b496,616,104,15,17,224.png
225,d43f12c7-0fe0-4caf-996b-6af78615b94f,250,711,20,14,225.png
226,15901967-f3ec-4d55-a0ca-e2137b325e9b,645,520,15,18,226.png
227,c28c15fe-6552-4dc1-acae-f65b60912559,27,660,16,16,227.png
228,5f706dac-d31b-4106-9a22-b930c9ea6ddd,296,260,17,16,228.png
229,f6a74527-a350-45fc-b43a-10d8710768a0,296,563,16,16,229.png
230,b46b657d-d1f0-496c-9e23-b90deaadd1a2,803,615,20,17,230.png
231,381a218d-09f8-43bc-ade5-4d07ced04c43,47,278,19,14,231.png
232,f98afc4f-8374-4eee-8b5a-3b7626977426,417,399,18,14,232.png
233,f039a473-5539-4eb0-a031-5443a053ff9f,161,23,14,18,233.png
234,266aed63-a472-4ad2-a2ed-c1e38f82cfcf,548,381,18,14,234.png
235,e1878730-f2a8-4139-ac32-daed6aba6cf3,862,503,15,17,235.png
236,970a2edf-cf3a-4af9-9a48-28287be84ce9,691,159,17,15,236.png
237,21794c7b-8b74-4cca-9c99-dad74458f8ee,745,714,15,20,237.png
238,06210e70-7df0-4cef-8442-5e6b6b562558,76,716,15,17,238.png
239,c5e3454d-705d-40d9-bfc9-68998e198add,251,137,16,15,239.png
240,a9234246-92fb-48a1-bcaa-75941fd47b70,721,141,15,16,240.png
241,40be7164-2537-4963-87de-a09efead80e8,108,284,15,22,241.png
242,f1b58069-20c8-4a39-9c4e-af71ab56e4cb,597,325,16,16,242.png
243,02d84de6-80c0-4230-b46b-c678d164d5d9,677,335,23,24,243.png
244,26d16d1d-00ed-4c3b-8e12-2bd666410f21,3,412,14,18,244.png
245,6e4be3b2-71cc-48ee-99dd-7d20ad6c0326,764,266,14,18,245.png
246,196d96a9-3dcf-4dbf-8a94-b12c324cb5be,427,478,17,17,246.png
247,61fd8458-8294-48ba-b109-11e150009951,513,122,13,32,247.png
248,073650f2-bfc8-401b-b8a7-2db7c7009eb8,697,529,13,18,248.png
249,2f51b2d3-8893-4e4b-8de0-dda5997d3f0a,228,119,17,15,249.png
250,f2a547bb-e26b-4212-a5ca-efa8937c0bea,564,32,25,15,250.png
251,b1e864f2-c969-4cb4-a679-ab1fabf331bd,402,99,23,15,251.png
252,5a646724-f558-4232-81f3-15e6695ea0a0,450,577,14,21,252.png
253,c845995b-29c3-4133-8e0b-6d5e3e277cfa,587,70,30,11,253.png
254,7d172b20-e7df-4e8d-b751-c38fa30f5d08,704,499,11,21,254.png
255,53e9a7da-b6bd-416a-b718-1c7bcfda93e1,625,576,14,17,255.png
256,7f925ce6-496d-411c-b4d9-87089dd1e96a,408,697,12,25,256.png
257,24afe42c-3e26-4630-bfbf-b0bae8e82e47,210,105,15,16,257.png
258,a2a3e2ae-fd27-4a6e-9ffd-1e0fe2ed38a5,615,188,14,17,258.png
259,da940fed-b93e-47fd-979b-bd7b3669cf0b,496,333,15,18,259.png
260,0e5bad1c-d6de-4c80-9e5d-635768bfd612,123,82,16,17,260.png
261,90ab0f1b-0cfc-49b6-992e-6d3d62f0d502,713,250,20,13,261.png
262,aebedc9f-9755-445a-b2a6-9751138dc81b,12,532,16,16,262.png
263,2c4df8d3-3cc4-4387-95da-9ddad248e89b,141,663,17,14,263.png
264,91874270-ae2c-4028-acaa-d46dcbd9d843,72,123,12,21,264.png
265,ea9bd3f9-2421-48dc-8437-5c671162cf82,687,190,14,21,265.png
266,d80252c5-ca26-483b-9693-620235188d79,687,498,14,17,266.png
267,5daec5aa-f55a-4439-8fe8-fe2d853d9c99,135,311,22,20,267.png
268,2725a694-caaf-4ab7-b534-59bb979c2673,73,514,24,17,268.png
269,0d7dd54e-5928-4033-a710-dfd0a6d5061f,651,105,15,16,269.png
270,31dde681-1e60-44bb-970d-50ebba6c16f6,48,598,16,14,270.png
271,d8c82207-1bf0-40e4-9e3d-2be310067a8f,871,669,15,15,271.png
272,ed311167-a6c1-4221-9efc-a252e3c9b526,804,381,14,16,272.png
273,c9eb2959-914d-447f-b8ad-97d6cc5268e4,305,0,21,12,273.png
274,9684fd8b-0b70-4695-bdbf-f001c5cbb9d7,330,564,16,14,274.png
275,116eb503-4f4e-4556-95c7-8371d8a62ee5,406,719,12,23,275.png
276,08412416-5e49-4f95-b32a-26b7dfe94698,758,322,16,15,276.png
277,3bbc25d8-138b-449d-8c39-3258b4f85f49,124,328,18,13,277.png
278,742c27cb-7118-49ee-9cca-4bb5b3fa8ed3,683,417,15,15,278.png
279,3b8daf8f-5810-4a50-9ac6-5aa85ce8019e,846,562,13,17,279.png
280,21bf2d19-bc9c-4f9f-a18e-30a2165f2fd2,438,319,14,19,280.png
281,25f9fe40-1d64-41d4-9f3a-67cf0b71d40a,457,486,14,17,281.png
282,4dea50b0-379d-4347-b558-1f751a01fa8b,828,383,17,19,282.png
283,5376bb6b-240d-46da-ba9a-f7b6ce195140,439,408,16,16,283.png
284,594c0127-bd70-44ea-9b2c-bcedcef0d9e6,440,449,17,16,284.png
285,a836d963-d02c-457e-af6b-fb674a0a18f8,480,140,16,12,285.png
286,6a1f401c-4eb7-4091-b21f-f114edee0fc2,629,147,14,19,286.png
287,f151a911-14fd-4380-89ea-fb5bb3a9dbb7,361,38,15,16,287.png
288,e4bfcbc8-50b1-4cc3-b61a-d56631235f99,150,369,11,19,288.png
289,7ba4daca-47c5-4989-831c-447e6bf4edd5,485,551,16,13,289.png
290,1d290197-708d-4a3a-a9fa-94a8aff77986,261,327,15,14,290.png
291,ae46b98b-d943-4ec2-ada9-a609f8e95817,344,536,15,15,291.png
292,cf1c31ca-1a91-4d85-98f0-c7d08a6f5149,260,151,14,15,292.png
293,f02b5141-3376-4f91-a241-43fe26362828,733,218,13,18,293.png
294,4dbd54e4-964a-46ee-9a30-3e4da90b4393,797,255,16,13,294.png
295,a8c11e78-8e07-42e7-87e7-7671e4fb39c6,128,518,16,17,295.png
296,fb89f503-a589-43c6-b2b6-5bbae33f77b3,330,636,7,24,296.png
297,c33cdb54-8c06-4855-8660-335539b398b9,331,49,14,15,297.png
298,6fd33fba-0860-4e86-a719-e7e2081f7edd,484,462,15,13,298.png
299,c243da0f-3507-4a9e-891c-8328510f765a,450,683,18,13,299.png
300,7441e3e0-43a8-44c4-a099-6bf6ff944b0c,200,17,11,17,300.png
301,0ece9b99-e4c7-4f89-aa16-e059f0fba061,462,33,15,14,301.png
302,8ed2098d-4d4e-4182-a07b-36ef1203f3fd,708,64,23,12,302.png
303,1971242a-2113-4f03-9149-de17688774e7,711,625,18,15,303.png
304,b117af21-258f-4bdf-98c8-7d65fcf4965b,399,36,11,19,304.png
305,2b27707e-255a-4902-99af-3d05a2e4f1fd,743,230,15,14,305.png
306,8f102f16-e71a-4efb-96bc-15af5f566dbe,758,632,14,20,306.png
307,28249a41-9865-4459-b137-e160ab0798ca,392,644,24,9,307.png
308,b4ece98c-f30e-49a1-9ac6-ca23a7a95894,866,701,16,13,308.png
309,a5a12f2f-8420-4ede-93f0-099b43a7dcbf,458,175,14,14,309.png
310,25b48894-f634-4a01-88ea-e58c9f1dec09,459,160,14,14,310.png
311,d1f2a116-cbd6-4012-8322-a0292c542957,800,591,13,16,311.png
312,f174c127-267e-409e-8953-eea0cbb89bb5,351,691,14,14,312.png
313,7c4b51da-1018-4428-a231-85310b7e7ec7,50,203,18,11,313.png
314,00f8e18a-fdcb-43ce-8b69-844abb7538ac,670,204,16,15,314.png
315,f8f95507-145b-45b1-8f98-38180a748c40,138,575,12,17,315.png
316,206f78f9-c920-4eba-b038-647071a9635e,112,130,15,13,316.png
317,e1249f0b-1577-4ff6-b787-2c6f5a7ba6c6,751,330,13,19,317.png
318,86ce22db-48bb-4231-8975-78dce104758b,850,647,15,14,318.png
319,f5749645-856a-419e-9a80-7d9505335c87,659,304,19,10,319.png
320,fdb27159-78f1-43cb-a239-0cd7697a9161,36,740,13,16,320.png
321,37c522cc-25d9-41f0-a0a5-5ed983c5cad7,434,248,18,10,321.png
322,514243ff-2c14-4684-a3a3-e8b311ae8aeb,880,314,16,13,322.png
323,aed08ed0-8c93-4ed6-a456-baa8e4854e9e,460,460,16,14,323.png
324,3bbc1714-86d3-4358-bd82-c52c709ecbee,673,706,18,11,324.png
325,5d0d855a-0b93-4300-aad6-f69fa09337db,288,94,14,19,325.png
326,0b67bd92-7171-4688-88c3-c19d5dded1f6,746,124,13,14,326.png
327,5fcbfca4-2876-43b9-a995-7006c73012af,390,673,13,14,327.png
328,e1dbfbb1-61b8-4c19-9448-4352b116545f,614,53,13,13,328.png
329,d20d7701-db07-4da6-b6fc-0cedd52728a9,205,83,14,12,329.png
330,ef985d8d-c7fb-434c-b6b9-790f255c8767,468,569,14,18,330.png
331,9bca89a9-8d7d-42de-9fb7-487ca7b1d70d,553,642,15,14,331.png
332,0cab4e3e-e933-47f9-a827-5d7ea24f5e4d,820,649,12,15,332.png
333,67409fac-eca9-4d5d-8ac1-79af590b23f4,885,687,11,16,333.png
334,6cf467a8-795c-408a-bfd0-dc11cfb73d1e,740,241,13,14,334.png
335,80f52531-a9a1-47a0-9850-acc25b0cd160,415,380,13,13,335.png
336,557349bc-6496-4d47-af3b-122665163721,619,648,13,14,336.png
337,c4b1ed40-12d6-4405-9867-ebfcc6c7d734,278,610,16,12,337.png
338,c9c25ba6-7cb9-420d-b0ff-8c6d4c0e72e4,34,215,15,11,338.png
