index,NumPixels,ms
341,1688,3.170841
342,642,2.984694
343,719,2.22999
344,457,1.553627
345,316,1.081931
346,534,1.463007
347,324,1.425087
348,921,2.549157
349,594,2.630857
350,558,2.25015
351,523,1.665685
352,564,2.165161
353,380,1.635865
354,287,2.024841
355,550,1.20222
356,1126,2.122922
357,1083,1.626685
358,880,1.662505
359,941,2.024283
360,711,2.105922
361,615,2.864245
362,382,1.982853
363,788,2.030741
364,145,1.005052
365,452,1.059371
366,168,1.183728
367,195,1.014451
368,539,1.253579
369,1063,1.854433
370,262,2.040081
371,322,1.705065
372,416,2.517348
373,550,2.951484
374,477,2.502048
375,963,1.947514
376,237,1.190299
377,185,0.962962
378,180,0.951762
379,562,7.91065
380,1047,1.774825
381,541,1.417688
382,79,1.102669
383,480,1.339209
384,507,1.078981
385,616,1.444887
386,394,2.123652
387,430,1.17387
388,290,1.17965
389,961,2.815555
390,357,1.978943
391,601,2.226791
392,678,2.412458
393,807,2.908574
394,179,2.587567
395,183,1.816964
396,681,1.821134
397,574,1.155159
398,387,1.256589
399,491,1.515487
400,651,1.564757
401,695,1.617426
402,253,1.552286
403,811,2.263101
404,765,2.062342
405,383,1.402118
406,76,1.884663
407,410,1.533487
408,274,1.979282
409,173,1.258108
410,56,0.907982
411,181,1.09040
412,86,1.207439
413,59,1.21458
414,80,1.505677
415,854,2.092702
416,1070,3.020814
417,674,2.763415
418,613,2.313519
419,728,2.30333
420,151,1.982852
421,367,1.986492
422,290,4.091784
423,340,4.60063
424,462,3.215542
425,2217,2.981943
426,257,2.540218
427,798,11.598387
428,441,3.541608
429,641,2.132482
430,506,2.114782
431,645,3.665128
432,368,2.415388
